,Timestamp,Route Identifier,Transportation Mode,Origin Location,Destination Location,Shipment Quantity,Transportation Costs
2091,2023-06-24,Route B,Air,City B,City Z,27,102.32
2092,2023-06-24,Route B,Truck,City D,City X,81,772.33
2093,2023-06-24,Route B,Ship,City A,City X,74,388.58
2094,2023-06-24,Route C,Ship,City D,City Z,24,247.32
2095,2023-06-24,Route C,Ship,City C,City Y,69,842.05
2096,2023-06-24,Route C,Rail,City C,City X,36,92.13
2097,2023-06-24,Route D,Ship,City A,City X,15,464.54
2098,2023-06-24,Route D,Pipeline,City A,City X,19,289.64
2099,2023-06-24,Route D,Ship,City A,City X,64,846.18
2100,2023-06-25,Route A,Ship,City D,City X,63,797.49
2101,2023-06-25,Route A,Rail,City A,City W,81,85.55
2102,2023-06-25,Route A,Rail,City D,City Z,82,909.22
2103,2023-06-25,Route B,Ship,City B,City Z,2,904.6
2104,2023-06-25,Route B,Pipeline,City A,City X,44,993.8
2105,2023-06-25,Route B,Rail,City A,City Y,67,744.28
2106,2023-06-25,Route C,Truck,City B,City X,69,32.81
2107,2023-06-25,Route C,Pipeline,City B,City Y,47,123.64
2108,2023-06-25,Route C,Ship,City A,City Z,18,227.56
2109,2023-06-25,Route D,Ship,City C,City Z,62,207.25
2110,2023-06-25,Route D,Truck,City C,City Z,60,747.74
2111,2023-06-25,Route D,Rail,City D,City W,25,257.59
2112,2023-06-26,Route A,Ship,City C,City W,14,587.81
2113,2023-06-26,Route A,Pipeline,City C,City Y,27,954.22
2114,2023-06-26,Route A,Rail,City D,City W,55,600.37
2115,2023-06-26,Route B,Air,City C,City X,78,389.22
2116,2023-06-26,Route B,Ship,City C,City Z,81,821.15
2117,2023-06-26,Route B,Rail,City B,City X,66,260.53
2118,2023-06-26,Route C,Rail,City C,City Z,51,39.64
2119,2023-06-26,Route C,Ship,City C,City W,24,364.17
2120,2023-06-26,Route C,Truck,City B,City Z,48,153.59
2121,2023-06-26,Route D,Air,City A,City X,41,691.41
2122,2023-06-26,Route D,Air,City B,City W,73,797.29
2123,2023-06-26,Route D,Ship,City A,City W,37,605.78
2124,2023-06-27,Route A,Pipeline,City B,City X,72,285.27
2125,2023-06-27,Route A,Pipeline,City A,City W,88,758.64
2126,2023-06-27,Route A,Air,City C,City Y,26,59.16
2127,2023-06-27,Route B,Rail,City D,City X,36,427.02
2128,2023-06-27,Route B,Truck,City D,City Y,77,333.61
2129,2023-06-27,Route B,Rail,City B,City X,37,27.66
2130,2023-06-27,Route C,Pipeline,City A,City W,37,139.75
2131,2023-06-27,Route C,Rail,City A,City X,44,648.33
2132,2023-06-27,Route C,Truck,City D,City X,54,726.02
2133,2023-06-27,Route D,Air,City C,City Z,52,88.97
2134,2023-06-27,Route D,Air,City D,City X,51,305.46
2135,2023-06-27,Route D,Rail,City D,City X,48,938.33
2136,2023-06-28,Route A,Truck,City A,City Y,7,827.2
2137,2023-06-28,Route A,Ship,City A,City Z,89,727.01
2138,2023-06-28,Route A,Ship,City B,City X,25,726.87
2139,2023-06-28,Route B,Air,City A,City X,34,884.49
2140,2023-06-28,Route B,Truck,City A,City X,39,84.29
2141,2023-06-28,Route B,Air,City D,City Z,90,178.64
2142,2023-06-28,Route C,Ship,City D,City X,17,326.14
2143,2023-06-28,Route C,Ship,City D,City W,86,131.15
2144,2023-06-28,Route C,Pipeline,City B,City W,85,495.2
2145,2023-06-28,Route D,Air,City C,City W,29,100.88
2146,2023-06-28,Route D,Air,City A,City Z,72,837.19
2147,2023-06-28,Route D,Ship,City B,City X,10,972.05
2148,2023-06-29,Route A,Truck,City B,City X,86,223.97
2149,2023-06-29,Route A,Rail,City B,City W,14,347.05
2150,2023-06-29,Route A,Pipeline,City C,City Z,91,459.48
2151,2023-06-29,Route B,Ship,City A,City Y,29,917.53
2152,2023-06-29,Route B,Rail,City D,City Y,100,406.2
2153,2023-06-29,Route B,Truck,City C,City W,22,689.4
2154,2023-06-29,Route C,Pipeline,City A,City Y,60,877.43
2155,2023-06-29,Route C,Truck,City B,City X,59,195.16
2156,2023-06-29,Route C,Truck,City D,City W,46,272.92
2157,2023-06-29,Route D,Pipeline,City A,City Z,56,219.95
2158,2023-06-29,Route D,Rail,City D,City Z,7,446.93
2159,2023-06-29,Route D,Air,City A,City X,84,388.7
2160,2023-06-30,Route A,Rail,City B,City Z,25,408.67
2161,2023-06-30,Route A,Pipeline,City C,City W,67,439.23
2162,2023-06-30,Route A,Truck,City B,City X,29,124.04
2163,2023-06-30,Route B,Truck,City C,City Y,9,536.81
2164,2023-06-30,Route B,Air,City B,City W,51,398.96
2165,2023-06-30,Route B,Ship,City C,City W,27,179.32
2166,2023-06-30,Route C,Ship,City C,City Z,91,600.35
2167,2023-06-30,Route C,Truck,City A,City Y,65,908.7
2168,2023-06-30,Route C,Pipeline,City D,City Z,89,246.23
2169,2023-06-30,Route D,Air,City A,City Y,24,338.83
2170,2023-06-30,Route D,Rail,City B,City X,86,479.85
2171,2023-06-30,Route D,Air,City A,City Y,34,882.44
2172,2023-07-01,Route A,Ship,City A,City Z,61,587.33
2173,2023-07-01,Route A,Rail,City B,City W,15,54.72
2174,2023-07-01,Route A,Truck,City C,City Y,68,508.12
2175,2023-07-01,Route B,Ship,City A,City X,39,805.85
2176,2023-07-01,Route B,Air,City D,City W,95,357.27
2177,2023-07-01,Route B,Pipeline,City C,City W,33,370.65
2178,2023-07-01,Route C,Truck,City C,City Z,91,340.4
2179,2023-07-01,Route C,Pipeline,City D,City X,35,688.93
2180,2023-07-01,Route C,Truck,City B,City W,29,662.77
2181,2023-07-01,Route D,Ship,City C,City W,4,251.92
2182,2023-07-01,Route D,Rail,City C,City Y,96,98.38
2183,2023-07-01,Route D,Rail,City A,City Z,81,682.01
2184,2023-07-02,Route A,Rail,City B,City Z,87,355.36
2185,2023-07-02,Route A,Air,City D,City W,36,316.23
2186,2023-07-02,Route A,Truck,City C,City X,56,797.38
2187,2023-07-02,Route B,Pipeline,City C,City Z,15,969.78
2188,2023-07-02,Route B,Rail,City B,City W,88,158.73
2189,2023-07-02,Route B,Air,City B,City Z,63,295.38
2190,2023-07-02,Route C,Air,City A,City W,6,225.15
2191,2023-07-02,Route C,Pipeline,City A,City X,63,312.76
2192,2023-07-02,Route C,Rail,City C,City X,7,258.92
2193,2023-07-02,Route D,Air,City C,City Y,12,716.07
2194,2023-07-02,Route D,Ship,City B,City W,75,919.08
2195,2023-07-02,Route D,Air,City B,City X,61,933.61
2196,2023-07-03,Route A,Ship,City D,City W,52,967.24
2197,2023-07-03,Route A,Truck,City C,City Z,77,317.63
2198,2023-07-03,Route A,Pipeline,City D,City Z,75,147.78
2199,2023-07-03,Route B,Ship,City C,City Y,54,558.74
2200,2023-07-03,Route B,Air,City C,City X,39,571.0
2201,2023-07-03,Route B,Rail,City B,City W,56,105.08
2202,2023-07-03,Route C,Pipeline,City D,City Z,65,935.53
2203,2023-07-03,Route C,Air,City D,City Z,55,471.89
2204,2023-07-03,Route C,Rail,City D,City X,72,36.16
2205,2023-07-03,Route D,Rail,City A,City Y,79,907.78
2206,2023-07-03,Route D,Ship,City C,City Y,80,547.84
2207,2023-07-03,Route D,Pipeline,City C,City X,97,846.66
2208,2023-07-04,Route A,Ship,City D,City X,60,809.41
2209,2023-07-04,Route A,Pipeline,City D,City X,11,64.15
2210,2023-07-04,Route A,Truck,City C,City X,38,569.79
2211,2023-07-04,Route B,Air,City A,City X,95,588.77
2212,2023-07-04,Route B,Pipeline,City A,City Y,67,152.71
2213,2023-07-04,Route B,Rail,City B,City Y,87,643.27
2214,2023-07-04,Route C,Ship,City C,City Z,93,989.27
2215,2023-07-04,Route C,Truck,City D,City Y,15,76.47
2216,2023-07-04,Route C,Ship,City A,City X,32,212.25
2217,2023-07-04,Route D,Rail,City A,City W,51,65.1
2218,2023-07-04,Route D,Truck,City C,City W,62,982.87
2219,2023-07-04,Route D,Ship,City C,City W,85,620.99
2220,2023-07-05,Route A,Rail,City B,City X,24,150.27
2221,2023-07-05,Route A,Ship,City B,City Y,61,485.66
2222,2023-07-05,Route A,Air,City A,City W,48,671.02
2223,2023-07-05,Route B,Rail,City D,City X,60,422.73
2224,2023-07-05,Route B,Rail,City B,City X,37,462.51
2225,2023-07-05,Route B,Pipeline,City D,City X,75,309.73
2226,2023-07-05,Route C,Pipeline,City D,City X,46,963.17
2227,2023-07-05,Route C,Rail,City D,City Z,2,981.94
2228,2023-07-05,Route C,Air,City B,City Z,91,529.81
2229,2023-07-05,Route D,Pipeline,City A,City Y,84,159.89
2230,2023-07-05,Route D,Pipeline,City C,City W,92,860.08
2231,2023-07-05,Route D,Ship,City C,City Z,51,77.53
2232,2023-07-06,Route A,Rail,City D,City W,78,662.38
2233,2023-07-06,Route A,Pipeline,City C,City Y,90,330.84
2234,2023-07-06,Route A,Pipeline,City C,City W,9,54.48
2235,2023-07-06,Route B,Ship,City B,City X,86,115.16
2236,2023-07-06,Route B,Rail,City C,City Y,99,810.47
2237,2023-07-06,Route B,Ship,City A,City Y,94,893.55
2238,2023-07-06,Route C,Rail,City A,City X,79,257.98
2239,2023-07-06,Route C,Truck,City A,City W,98,380.58
2240,2023-07-06,Route C,Truck,City B,City Z,14,701.74
2241,2023-07-06,Route D,Rail,City B,City Y,26,259.97
2242,2023-07-06,Route D,Rail,City C,City Y,26,744.73
2243,2023-07-06,Route D,Rail,City B,City X,75,34.0
2244,2023-07-07,Route A,Truck,City B,City X,18,894.36
2245,2023-07-07,Route A,Air,City D,City X,44,193.45
2246,2023-07-07,Route A,Pipeline,City D,City Y,27,574.67
2247,2023-07-07,Route B,Rail,City C,City Z,80,900.76
2248,2023-07-07,Route B,Ship,City A,City W,55,629.22
2249,2023-07-07,Route B,Truck,City A,City Y,67,305.24
2250,2023-07-07,Route C,Truck,City D,City Y,7,605.47
2251,2023-07-07,Route C,Air,City A,City Y,38,923.05
2252,2023-07-07,Route C,Air,City D,City Z,9,873.72
2253,2023-07-07,Route D,Ship,City C,City X,69,579.6
2254,2023-07-07,Route D,Pipeline,City C,City W,80,66.08
2255,2023-07-07,Route D,Truck,City D,City Z,84,39.68
2256,2023-07-08,Route A,Air,City D,City Z,26,341.2
2257,2023-07-08,Route A,Truck,City B,City Y,71,818.59
2258,2023-07-08,Route A,Air,City A,City Y,64,82.18
2259,2023-07-08,Route B,Pipeline,City A,City Z,10,950.41
2260,2023-07-08,Route B,Pipeline,City A,City W,17,277.8
2261,2023-07-08,Route B,Truck,City A,City X,64,512.53
2262,2023-07-08,Route C,Air,City D,City W,39,783.73
2263,2023-07-08,Route C,Ship,City A,City X,4,775.88
2264,2023-07-08,Route C,Ship,City D,City X,71,487.35
2265,2023-07-08,Route D,Rail,City D,City Y,56,704.32
2266,2023-07-08,Route D,Pipeline,City B,City X,57,126.81
2267,2023-07-08,Route D,Pipeline,City C,City Z,25,349.69
2268,2023-07-09,Route A,Truck,City B,City Y,12,592.73
2269,2023-07-09,Route A,Ship,City D,City X,2,874.52
2270,2023-07-09,Route A,Ship,City A,City X,8,135.45
2271,2023-07-09,Route B,Ship,City C,City X,41,356.17
2272,2023-07-09,Route B,Ship,City C,City Y,78,403.84
2273,2023-07-09,Route B,Truck,City A,City X,33,938.99
2274,2023-07-09,Route C,Ship,City D,City Z,29,449.11
2275,2023-07-09,Route C,Air,City C,City Z,84,251.76
2276,2023-07-09,Route C,Air,City C,City X,7,353.17
2277,2023-07-09,Route D,Rail,City D,City Z,11,211.52
2278,2023-07-09,Route D,Ship,City B,City Z,95,557.44
2279,2023-07-09,Route D,Truck,City C,City Y,5,978.13
2280,2023-07-10,Route A,Rail,City D,City X,3,503.92
2281,2023-07-10,Route A,Truck,City C,City Z,76,390.33
2282,2023-07-10,Route A,Truck,City A,City Z,79,390.1
2283,2023-07-10,Route B,Truck,City D,City W,57,53.97
2284,2023-07-10,Route B,Ship,City D,City Y,85,436.77
2285,2023-07-10,Route B,Truck,City C,City X,70,765.37
2286,2023-07-10,Route C,Truck,City C,City Z,97,595.05
2287,2023-07-10,Route C,Truck,City C,City W,55,784.79
2288,2023-07-10,Route C,Truck,City A,City W,93,933.15
2289,2023-07-10,Route D,Air,City D,City W,74,722.03
2290,2023-07-10,Route D,Pipeline,City C,City Y,49,472.66
2291,2023-07-10,Route D,Ship,City B,City X,36,801.59
2292,2023-07-11,Route A,Air,City A,City Y,99,547.38
2293,2023-07-11,Route A,Air,City D,City X,79,281.53
2294,2023-07-11,Route A,Air,City C,City X,16,313.83
2295,2023-07-11,Route B,Air,City C,City Y,57,468.1
2296,2023-07-11,Route B,Rail,City A,City W,5,966.23
2297,2023-07-11,Route B,Rail,City B,City W,8,583.77
2298,2023-07-11,Route C,Truck,City C,City Z,9,446.04
2299,2023-07-11,Route C,Air,City C,City Z,64,135.95
2300,2023-07-11,Route C,Ship,City B,City X,30,123.3
2301,2023-07-11,Route D,Truck,City B,City W,75,324.16
2302,2023-07-11,Route D,Pipeline,City B,City X,92,992.05
2303,2023-07-11,Route D,Air,City A,City Z,70,721.14
2304,2023-07-12,Route A,Pipeline,City B,City Z,14,86.7
2305,2023-07-12,Route A,Rail,City A,City X,31,212.0
2306,2023-07-12,Route A,Pipeline,City C,City W,10,645.47
2307,2023-07-12,Route B,Air,City B,City X,42,610.9
2308,2023-07-12,Route B,Air,City C,City W,84,380.97
2309,2023-07-12,Route B,Air,City A,City Y,48,54.16
2310,2023-07-12,Route C,Ship,City A,City X,78,219.36
2311,2023-07-12,Route C,Air,City C,City Y,49,832.42
2312,2023-07-12,Route C,Truck,City B,City W,98,997.84
2313,2023-07-12,Route D,Truck,City A,City Y,73,508.46
2314,2023-07-12,Route D,Pipeline,City D,City X,68,800.22
2315,2023-07-12,Route D,Pipeline,City D,City W,41,276.49
2316,2023-07-13,Route A,Pipeline,City C,City Y,43,250.64
2317,2023-07-13,Route A,Air,City B,City W,41,750.71
2318,2023-07-13,Route A,Truck,City B,City W,94,958.03
2319,2023-07-13,Route B,Rail,City C,City X,46,564.85
2320,2023-07-13,Route B,Truck,City C,City W,78,238.05
2321,2023-07-13,Route B,Rail,City B,City Y,69,252.49
2322,2023-07-13,Route C,Rail,City B,City Z,37,348.16
2323,2023-07-13,Route C,Truck,City A,City W,54,509.98
2324,2023-07-13,Route C,Ship,City D,City Y,24,877.64
2325,2023-07-13,Route D,Truck,City B,City X,54,270.74
2326,2023-07-13,Route D,Pipeline,City D,City X,17,870.76
2327,2023-07-13,Route D,Rail,City A,City Y,10,141.05
2328,2023-07-14,Route A,Pipeline,City D,City W,46,136.18
2329,2023-07-14,Route A,Pipeline,City B,City Z,16,343.44
2330,2023-07-14,Route A,Air,City A,City X,10,741.36
2331,2023-07-14,Route B,Air,City D,City W,81,455.26
2332,2023-07-14,Route B,Rail,City C,City W,90,143.26
2333,2023-07-14,Route B,Ship,City A,City Y,1,597.62
2334,2023-07-14,Route C,Air,City D,City W,42,444.2
2335,2023-07-14,Route C,Pipeline,City C,City X,30,304.38
2336,2023-07-14,Route C,Air,City A,City W,37,329.57
2337,2023-07-14,Route D,Air,City B,City Y,6,815.85
2338,2023-07-14,Route D,Ship,City D,City Z,74,880.79
2339,2023-07-14,Route D,Air,City A,City Z,37,173.94
2340,2023-07-15,Route A,Air,City C,City W,57,231.4
2341,2023-07-15,Route A,Ship,City C,City Z,78,755.93
2342,2023-07-15,Route A,Ship,City C,City Y,13,214.77
2343,2023-07-15,Route B,Pipeline,City B,City X,77,903.52
2344,2023-07-15,Route B,Pipeline,City B,City X,63,834.18
2345,2023-07-15,Route B,Truck,City C,City Y,37,942.39
2346,2023-07-15,Route C,Pipeline,City D,City W,67,134.92
2347,2023-07-15,Route C,Rail,City C,City X,92,709.26
2348,2023-07-15,Route C,Truck,City D,City W,64,270.43
2349,2023-07-15,Route D,Ship,City C,City X,46,805.6
2350,2023-07-15,Route D,Ship,City A,City Z,21,511.99
2351,2023-07-15,Route D,Air,City D,City X,91,691.06
2352,2023-07-16,Route A,Truck,City D,City X,91,796.26
2353,2023-07-16,Route A,Air,City B,City X,82,631.01
2354,2023-07-16,Route A,Ship,City B,City W,29,676.61
2355,2023-07-16,Route B,Air,City D,City Y,63,815.73
2356,2023-07-16,Route B,Rail,City C,City Y,26,638.42
2357,2023-07-16,Route B,Truck,City B,City X,56,76.59
2358,2023-07-16,Route C,Pipeline,City B,City Y,5,423.98
2359,2023-07-16,Route C,Air,City D,City Y,82,355.22
2360,2023-07-16,Route C,Pipeline,City B,City Z,30,876.29
2361,2023-07-16,Route D,Rail,City D,City W,77,363.56
2362,2023-07-16,Route D,Rail,City C,City X,29,121.24
2363,2023-07-16,Route D,Air,City D,City W,42,254.92
2364,2023-07-17,Route A,Rail,City A,City Y,60,956.75
2365,2023-07-17,Route A,Truck,City C,City W,91,136.78
2366,2023-07-17,Route A,Rail,City D,City W,88,242.51
2367,2023-07-17,Route B,Air,City C,City Y,53,70.2
2368,2023-07-17,Route B,Air,City C,City Z,53,397.46
2369,2023-07-17,Route B,Rail,City D,City W,34,913.25
2370,2023-07-17,Route C,Air,City D,City Y,44,639.9
2371,2023-07-17,Route C,Truck,City C,City W,53,229.1
2372,2023-07-17,Route C,Ship,City B,City X,79,614.64
2373,2023-07-17,Route D,Ship,City A,City X,49,99.35
2374,2023-07-17,Route D,Air,City C,City X,84,58.72
2375,2023-07-17,Route D,Ship,City C,City Y,21,839.77
2376,2023-07-18,Route A,Rail,City B,City Z,21,911.55
2377,2023-07-18,Route A,Air,City D,City Y,71,736.0
2378,2023-07-18,Route A,Truck,City A,City X,97,940.95
2379,2023-07-18,Route B,Truck,City D,City W,6,165.38
2380,2023-07-18,Route B,Air,City A,City Y,81,774.69
2381,2023-07-18,Route B,Ship,City A,City Z,96,132.41
2382,2023-07-18,Route C,Rail,City D,City Y,95,877.86
2383,2023-07-18,Route C,Truck,City A,City X,65,724.89
2384,2023-07-18,Route C,Rail,City A,City X,96,831.95
2385,2023-07-18,Route D,Pipeline,City B,City X,95,592.31
2386,2023-07-18,Route D,Rail,City B,City Z,42,430.9
2387,2023-07-18,Route D,Truck,City C,City Z,59,210.64
2388,2023-07-19,Route A,Air,City D,City W,38,435.24
2389,2023-07-19,Route A,Ship,City D,City Z,62,291.58
2390,2023-07-19,Route A,Pipeline,City B,City W,3,993.22
2391,2023-07-19,Route B,Rail,City C,City X,58,231.82
2392,2023-07-19,Route B,Truck,City D,City Y,58,376.12
2393,2023-07-19,Route B,Pipeline,City A,City Z,43,152.33
2394,2023-07-19,Route C,Truck,City A,City Y,27,866.18
2395,2023-07-19,Route C,Rail,City B,City X,19,409.16
2396,2023-07-19,Route C,Rail,City B,City X,99,498.48
2397,2023-07-19,Route D,Rail,City C,City Z,20,46.14
2398,2023-07-19,Route D,Pipeline,City D,City X,35,693.49
2399,2023-07-19,Route D,Pipeline,City D,City W,41,959.88
2400,2023-07-20,Route A,Ship,City C,City W,91,488.17
2401,2023-07-20,Route A,Pipeline,City A,City X,55,702.26
2402,2023-07-20,Route A,Rail,City B,City X,21,524.74
2403,2023-07-20,Route B,Truck,City B,City Y,57,871.05
2404,2023-07-20,Route B,Truck,City A,City W,64,179.01
2405,2023-07-20,Route B,Pipeline,City D,City Y,96,875.47
2406,2023-07-20,Route C,Rail,City D,City X,38,126.41
2407,2023-07-20,Route C,Air,City C,City Z,79,890.65
2408,2023-07-20,Route C,Pipeline,City B,City Y,38,528.02
2409,2023-07-20,Route D,Ship,City C,City Z,61,468.25
2410,2023-07-20,Route D,Air,City B,City Y,68,717.93
2411,2023-07-20,Route D,Rail,City A,City Z,54,187.43
2412,2023-07-21,Route A,Rail,City A,City X,40,704.45
2413,2023-07-21,Route A,Ship,City A,City W,43,103.77
2414,2023-07-21,Route A,Pipeline,City D,City Y,9,356.95
2415,2023-07-21,Route B,Pipeline,City B,City Z,81,23.99
2416,2023-07-21,Route B,Ship,City C,City Z,55,588.62
2417,2023-07-21,Route B,Air,City C,City W,33,565.5
2418,2023-07-21,Route C,Ship,City A,City Y,14,733.35
2419,2023-07-21,Route C,Air,City B,City Z,73,111.3
2420,2023-07-21,Route C,Pipeline,City D,City Z,74,774.26
2421,2023-07-21,Route D,Pipeline,City C,City W,27,176.42
2422,2023-07-21,Route D,Ship,City B,City X,79,155.03
2423,2023-07-21,Route D,Ship,City D,City X,42,87.01
2424,2023-07-22,Route A,Truck,City B,City W,55,668.19
2425,2023-07-22,Route A,Air,City C,City X,31,564.54
2426,2023-07-22,Route A,Rail,City D,City W,46,318.64
2427,2023-07-22,Route B,Pipeline,City C,City X,78,843.77
2428,2023-07-22,Route B,Ship,City C,City Y,56,564.88
2429,2023-07-22,Route B,Rail,City C,City X,72,900.76
2430,2023-07-22,Route C,Air,City B,City X,47,856.82
2431,2023-07-22,Route C,Air,City D,City Y,79,564.2
2432,2023-07-22,Route C,Ship,City D,City Z,23,933.86
2433,2023-07-22,Route D,Truck,City B,City W,47,530.74
2434,2023-07-22,Route D,Truck,City C,City Z,13,911.93
2435,2023-07-22,Route D,Air,City A,City Z,5,650.75
2436,2023-07-23,Route A,Rail,City D,City X,90,707.22
2437,2023-07-23,Route A,Air,City A,City X,92,928.3
2438,2023-07-23,Route A,Pipeline,City D,City W,23,478.71
2439,2023-07-23,Route B,Pipeline,City A,City X,48,38.55
2440,2023-07-23,Route B,Ship,City B,City Y,11,425.38
2441,2023-07-23,Route B,Truck,City A,City W,82,713.48
2442,2023-07-23,Route C,Air,City A,City Z,25,658.55
2443,2023-07-23,Route C,Truck,City C,City Z,91,177.52
2444,2023-07-23,Route C,Pipeline,City C,City X,86,409.14
2445,2023-07-23,Route D,Truck,City A,City Y,98,506.51
2446,2023-07-23,Route D,Air,City A,City Y,57,54.06
2447,2023-07-23,Route D,Pipeline,City B,City W,23,638.95
2448,2023-07-24,Route A,Truck,City C,City Z,72,357.18
2449,2023-07-24,Route A,Air,City D,City X,73,930.97
2450,2023-07-24,Route A,Truck,City A,City X,24,732.25
2451,2023-07-24,Route B,Ship,City C,City X,99,177.64
2452,2023-07-24,Route B,Truck,City B,City Z,59,90.46
2453,2023-07-24,Route B,Ship,City C,City Y,96,758.27
2454,2023-07-24,Route C,Ship,City C,City X,49,708.85
2455,2023-07-24,Route C,Ship,City C,City Y,73,322.39
2456,2023-07-24,Route C,Ship,City B,City Z,26,185.34
2457,2023-07-24,Route D,Air,City C,City W,34,101.49
2458,2023-07-24,Route D,Air,City C,City Z,99,645.41
2459,2023-07-24,Route D,Rail,City B,City X,75,391.82
2460,2023-07-25,Route A,Pipeline,City B,City W,45,649.55
2461,2023-07-25,Route A,Air,City B,City Z,90,968.81
2462,2023-07-25,Route A,Pipeline,City C,City X,66,775.67
2463,2023-07-25,Route B,Air,City B,City W,34,41.13
2464,2023-07-25,Route B,Truck,City B,City W,18,472.57
2465,2023-07-25,Route B,Air,City C,City W,85,592.51
2466,2023-07-25,Route C,Truck,City C,City X,81,365.3
2467,2023-07-25,Route C,Truck,City B,City W,61,341.37
2468,2023-07-25,Route C,Truck,City B,City Z,40,171.12
2469,2023-07-25,Route D,Pipeline,City B,City X,57,811.13
2470,2023-07-25,Route D,Rail,City D,City W,61,835.76
2471,2023-07-25,Route D,Air,City C,City Z,62,681.77
2472,2023-07-26,Route A,Air,City A,City Y,98,935.41
2473,2023-07-26,Route A,Pipeline,City A,City W,55,776.33
2474,2023-07-26,Route A,Pipeline,City D,City X,21,517.08
2475,2023-07-26,Route B,Air,City B,City Y,17,666.77
2476,2023-07-26,Route B,Truck,City A,City Z,99,150.05
2477,2023-07-26,Route B,Air,City D,City W,22,465.98
2478,2023-07-26,Route C,Ship,City B,City Y,39,314.45
2479,2023-07-26,Route C,Ship,City B,City Y,56,99.27
2480,2023-07-26,Route C,Ship,City B,City Z,1,482.57
2481,2023-07-26,Route D,Air,City A,City W,71,689.92
2482,2023-07-26,Route D,Ship,City D,City W,60,709.16
2483,2023-07-26,Route D,Truck,City D,City Y,41,765.41
2484,2023-07-27,Route A,Ship,City D,City Z,37,821.59
2485,2023-07-27,Route A,Rail,City D,City X,45,493.43
2486,2023-07-27,Route A,Pipeline,City A,City Y,78,186.38
2487,2023-07-27,Route B,Ship,City C,City Z,44,506.44
2488,2023-07-27,Route B,Truck,City D,City X,83,237.77
2489,2023-07-27,Route B,Rail,City B,City X,28,308.92
2490,2023-07-27,Route C,Truck,City C,City W,84,188.08
2491,2023-07-27,Route C,Ship,City C,City Z,50,678.52
2492,2023-07-27,Route C,Rail,City A,City Z,54,187.72
2493,2023-07-27,Route D,Rail,City A,City W,11,352.82
2494,2023-07-27,Route D,Truck,City D,City X,21,325.84
2495,2023-07-27,Route D,Pipeline,City D,City W,2,491.28
2496,2023-07-28,Route A,Rail,City D,City X,39,430.73
2497,2023-07-28,Route A,Truck,City D,City Z,100,478.81
2498,2023-07-28,Route A,Air,City C,City X,23,980.93
2499,2023-07-28,Route B,Pipeline,City D,City X,20,16.89
2500,2023-07-28,Route B,Pipeline,City C,City Y,66,814.71
2501,2023-07-28,Route B,Rail,City D,City X,60,288.9
2502,2023-07-28,Route C,Truck,City D,City W,47,59.57
2503,2023-07-28,Route C,Pipeline,City C,City Z,55,344.09
2504,2023-07-28,Route C,Air,City A,City Z,23,300.31
2505,2023-07-28,Route D,Rail,City A,City W,42,304.71
2506,2023-07-28,Route D,Truck,City A,City Z,94,46.25
2507,2023-07-28,Route D,Rail,City B,City Y,11,539.64
2508,2023-07-29,Route A,Ship,City B,City W,56,893.79
2509,2023-07-29,Route A,Air,City D,City Y,94,822.28
2510,2023-07-29,Route A,Pipeline,City D,City X,10,333.32
2511,2023-07-29,Route B,Truck,City B,City X,49,517.51
2512,2023-07-29,Route B,Truck,City C,City Z,55,406.73
2513,2023-07-29,Route B,Ship,City C,City X,56,965.51
2514,2023-07-29,Route C,Ship,City C,City Z,79,518.9
2515,2023-07-29,Route C,Ship,City A,City Z,74,478.19
2516,2023-07-29,Route C,Rail,City C,City Y,36,506.55
2517,2023-07-29,Route D,Truck,City D,City Y,87,292.06
2518,2023-07-29,Route D,Truck,City D,City Y,3,784.23
2519,2023-07-29,Route D,Ship,City C,City Z,60,603.09
2520,2023-07-30,Route A,Air,City A,City Y,29,27.89
2521,2023-07-30,Route A,Air,City B,City X,79,294.95
2522,2023-07-30,Route A,Pipeline,City D,City W,82,599.28
2523,2023-07-30,Route B,Pipeline,City D,City W,72,22.44
2524,2023-07-30,Route B,Air,City C,City Z,57,160.26
2525,2023-07-30,Route B,Rail,City B,City Y,87,396.16
2526,2023-07-30,Route C,Rail,City A,City X,81,491.67
2527,2023-07-30,Route C,Air,City A,City Y,96,985.02
2528,2023-07-30,Route C,Air,City C,City Z,97,322.18
2529,2023-07-30,Route D,Rail,City A,City Y,80,589.09
2530,2023-07-30,Route D,Pipeline,City C,City W,54,995.87
2531,2023-07-30,Route D,Truck,City C,City W,31,381.53
2532,2023-07-31,Route A,Pipeline,City B,City W,78,949.33
2533,2023-07-31,Route A,Truck,City A,City W,28,219.19
2534,2023-07-31,Route A,Truck,City C,City Y,21,769.21
2535,2023-07-31,Route B,Rail,City D,City Z,97,225.58
2536,2023-07-31,Route B,Pipeline,City C,City Z,99,369.54
2537,2023-07-31,Route B,Truck,City C,City W,29,860.47
2538,2023-07-31,Route C,Rail,City D,City Z,58,165.4
2539,2023-07-31,Route C,Ship,City D,City Z,1,537.34
2540,2023-07-31,Route C,Air,City D,City Y,88,908.21
2541,2023-07-31,Route D,Rail,City D,City W,53,196.99
2542,2023-07-31,Route D,Truck,City B,City Y,79,623.72
2543,2023-07-31,Route D,Truck,City D,City X,42,613.71
2544,2023-08-01,Route A,Ship,City D,City X,48,32.49
2545,2023-08-01,Route A,Pipeline,City D,City Y,21,463.19
