,Timestamp,Inventory Location Identifier,Product Identifier,Inventory Quantity,Safety Stock Levels,Carrying Costs
2168,2023-06-30,Distribution Center X,PROD003,232,145,0.69
2169,2023-06-30,Distribution Center Y,PROD001,616,51,0.67
2170,2023-06-30,Distribution Center Y,PROD002,647,98,0.15
2171,2023-06-30,Distribution Center Y,PROD003,536,55,0.39
2172,2023-07-01,Warehouse A,PROD001,578,69,0.39
2173,2023-07-01,Warehouse A,PROD002,714,78,0.24
2174,2023-07-01,Warehouse A,PROD003,689,143,1.0
2175,2023-07-01,Warehouse B,PROD001,994,107,0.78
2176,2023-07-01,Warehouse B,PROD002,589,114,0.18
2177,2023-07-01,Warehouse B,PROD003,442,87,0.81
2178,2023-07-01,Distribution Center X,PROD001,151,66,0.4
2179,2023-07-01,Distribution Center X,PROD002,487,123,0.77
2180,2023-07-01,Distribution Center X,PROD003,561,101,0.34
2181,2023-07-01,Distribution Center Y,PROD001,408,114,0.49
2182,2023-07-01,Distribution Center Y,PROD002,714,66,0.79
2183,2023-07-01,Distribution Center Y,PROD003,492,121,0.28
2184,2023-07-02,Warehouse A,PROD001,404,133,0.61
2185,2023-07-02,Warehouse A,PROD002,574,128,1.0
2186,2023-07-02,Warehouse A,PROD003,536,81,0.32
2187,2023-07-02,Warehouse B,PROD001,272,149,0.49
2188,2023-07-02,Warehouse B,PROD002,701,123,0.18
2189,2023-07-02,Warehouse B,PROD003,687,102,0.48
2190,2023-07-02,Distribution Center X,PROD001,356,74,0.39
2191,2023-07-02,Distribution Center X,PROD002,608,133,0.12
2192,2023-07-02,Distribution Center X,PROD003,312,71,0.99
2193,2023-07-02,Distribution Center Y,PROD001,631,106,0.66
2194,2023-07-02,Distribution Center Y,PROD002,451,55,0.93
2195,2023-07-02,Distribution Center Y,PROD003,239,75,0.72
2196,2023-07-03,Warehouse A,PROD001,159,146,0.76
2197,2023-07-03,Warehouse A,PROD002,87,64,0.77
2198,2023-07-03,Warehouse A,PROD003,248,129,0.93
2199,2023-07-03,Warehouse B,PROD001,889,86,0.11
2200,2023-07-03,Warehouse B,PROD002,710,64,0.37
2201,2023-07-03,Warehouse B,PROD003,482,52,0.4
2202,2023-07-03,Distribution Center X,PROD001,757,118,0.29
2203,2023-07-03,Distribution Center X,PROD002,559,116,0.78
2204,2023-07-03,Distribution Center X,PROD003,561,111,0.66
2205,2023-07-03,Distribution Center Y,PROD001,144,138,0.73
2206,2023-07-03,Distribution Center Y,PROD002,18,98,0.62
2207,2023-07-03,Distribution Center Y,PROD003,679,117,0.14
2208,2023-07-04,Warehouse A,PROD001,174,57,0.36
2209,2023-07-04,Warehouse A,PROD002,808,139,0.66
2210,2023-07-04,Warehouse A,PROD003,54,109,0.69
2211,2023-07-04,Warehouse B,PROD001,8,58,0.45
2212,2023-07-04,Warehouse B,PROD002,277,134,0.87
2213,2023-07-04,Warehouse B,PROD003,675,96,0.88
2214,2023-07-04,Distribution Center X,PROD001,19,87,0.88
2215,2023-07-04,Distribution Center X,PROD002,664,99,0.31
2216,2023-07-04,Distribution Center X,PROD003,389,115,0.98
2217,2023-07-04,Distribution Center Y,PROD001,101,90,0.54
2218,2023-07-04,Distribution Center Y,PROD002,611,118,0.18
2219,2023-07-04,Distribution Center Y,PROD003,203,114,0.97
2220,2023-07-05,Warehouse A,PROD001,574,141,0.12
2221,2023-07-05,Warehouse A,PROD002,253,117,0.37
2222,2023-07-05,Warehouse A,PROD003,501,100,0.77
2223,2023-07-05,Warehouse B,PROD001,18,94,0.72
2224,2023-07-05,Warehouse B,PROD002,363,130,0.37
2225,2023-07-05,Warehouse B,PROD003,513,85,0.83
2226,2023-07-05,Distribution Center X,PROD001,640,82,0.89
2227,2023-07-05,Distribution Center X,PROD002,911,53,0.95
2228,2023-07-05,Distribution Center X,PROD003,971,85,0.3
2229,2023-07-05,Distribution Center Y,PROD001,349,100,0.69
2230,2023-07-05,Distribution Center Y,PROD002,89,143,0.44
2231,2023-07-05,Distribution Center Y,PROD003,983,136,0.65
2232,2023-07-06,Warehouse A,PROD001,640,137,0.3
2233,2023-07-06,Warehouse A,PROD002,246,123,0.24
2234,2023-07-06,Warehouse A,PROD003,993,89,0.92
2235,2023-07-06,Warehouse B,PROD001,337,107,0.59
2236,2023-07-06,Warehouse B,PROD002,211,133,0.22
2237,2023-07-06,Warehouse B,PROD003,554,137,0.82
2238,2023-07-06,Distribution Center X,PROD001,883,67,0.38
2239,2023-07-06,Distribution Center X,PROD002,722,117,0.92
2240,2023-07-06,Distribution Center X,PROD003,440,148,0.23
2241,2023-07-06,Distribution Center Y,PROD001,955,122,0.93
2242,2023-07-06,Distribution Center Y,PROD002,325,58,0.6
2243,2023-07-06,Distribution Center Y,PROD003,971,142,0.21
2244,2023-07-07,Warehouse A,PROD001,325,68,0.75
2245,2023-07-07,Warehouse A,PROD002,783,90,0.89
2246,2023-07-07,Warehouse A,PROD003,423,102,0.37
2247,2023-07-07,Warehouse B,PROD001,763,131,0.94
2248,2023-07-07,Warehouse B,PROD002,280,69,0.8
2249,2023-07-07,Warehouse B,PROD003,109,66,0.27
2250,2023-07-07,Distribution Center X,PROD001,780,128,0.66
2251,2023-07-07,Distribution Center X,PROD002,620,122,0.65
2252,2023-07-07,Distribution Center X,PROD003,610,79,0.31
2253,2023-07-07,Distribution Center Y,PROD001,26,95,0.17
2254,2023-07-07,Distribution Center Y,PROD002,798,111,0.22
2255,2023-07-07,Distribution Center Y,PROD003,866,127,0.52
2256,2023-07-08,Warehouse A,PROD001,665,97,0.27
2257,2023-07-08,Warehouse A,PROD002,396,112,0.53
2258,2023-07-08,Warehouse A,PROD003,167,74,0.3
2259,2023-07-08,Warehouse B,PROD001,418,147,0.97
2260,2023-07-08,Warehouse B,PROD002,947,84,0.96
2261,2023-07-08,Warehouse B,PROD003,227,145,0.7
2262,2023-07-08,Distribution Center X,PROD001,207,146,0.28
2263,2023-07-08,Distribution Center X,PROD002,181,106,0.88
2264,2023-07-08,Distribution Center X,PROD003,501,138,0.39
2265,2023-07-08,Distribution Center Y,PROD001,468,81,0.48
2266,2023-07-08,Distribution Center Y,PROD002,794,55,0.65
2267,2023-07-08,Distribution Center Y,PROD003,844,98,0.75
2268,2023-07-09,Warehouse A,PROD001,403,128,0.95
2269,2023-07-09,Warehouse A,PROD002,585,126,0.58
2270,2023-07-09,Warehouse A,PROD003,656,140,0.81
2271,2023-07-09,Warehouse B,PROD001,533,63,0.51
2272,2023-07-09,Warehouse B,PROD002,846,55,0.89
2273,2023-07-09,Warehouse B,PROD003,251,116,0.58
2274,2023-07-09,Distribution Center X,PROD001,752,55,0.6
2275,2023-07-09,Distribution Center X,PROD002,528,147,0.67
2276,2023-07-09,Distribution Center X,PROD003,50,74,0.36
2277,2023-07-09,Distribution Center Y,PROD001,407,88,0.8
2278,2023-07-09,Distribution Center Y,PROD002,292,109,0.25
2279,2023-07-09,Distribution Center Y,PROD003,301,128,0.93
2280,2023-07-10,Warehouse A,PROD001,706,116,0.91
2281,2023-07-10,Warehouse A,PROD002,474,132,0.51
2282,2023-07-10,Warehouse A,PROD003,739,114,0.2
2283,2023-07-10,Warehouse B,PROD001,797,124,0.94
2284,2023-07-10,Warehouse B,PROD002,712,119,0.22
2285,2023-07-10,Warehouse B,PROD003,423,91,0.51
2286,2023-07-10,Distribution Center X,PROD001,183,108,0.63
2287,2023-07-10,Distribution Center X,PROD002,729,75,0.89
2288,2023-07-10,Distribution Center X,PROD003,92,82,0.39
2289,2023-07-10,Distribution Center Y,PROD001,664,141,0.82
2290,2023-07-10,Distribution Center Y,PROD002,735,143,0.21
2291,2023-07-10,Distribution Center Y,PROD003,116,140,0.5
2292,2023-07-11,Warehouse A,PROD001,371,60,0.57
2293,2023-07-11,Warehouse A,PROD002,393,143,0.81
2294,2023-07-11,Warehouse A,PROD003,523,128,0.95
2295,2023-07-11,Warehouse B,PROD001,387,120,0.44
2296,2023-07-11,Warehouse B,PROD002,786,71,0.92
2297,2023-07-11,Warehouse B,PROD003,579,134,0.88
2298,2023-07-11,Distribution Center X,PROD001,166,68,0.26
2299,2023-07-11,Distribution Center X,PROD002,729,56,0.48
2300,2023-07-11,Distribution Center X,PROD003,316,143,0.79
2301,2023-07-11,Distribution Center Y,PROD001,456,86,0.66
2302,2023-07-11,Distribution Center Y,PROD002,120,66,0.96
2303,2023-07-11,Distribution Center Y,PROD003,3,129,0.79
2304,2023-07-12,Warehouse A,PROD001,12,108,0.55
2305,2023-07-12,Warehouse A,PROD002,510,119,0.83
2306,2023-07-12,Warehouse A,PROD003,622,113,0.31
2307,2023-07-12,Warehouse B,PROD001,602,134,0.53
2308,2023-07-12,Warehouse B,PROD002,419,106,0.17
2309,2023-07-12,Warehouse B,PROD003,614,50,0.32
2310,2023-07-12,Distribution Center X,PROD001,560,85,0.66
2311,2023-07-12,Distribution Center X,PROD002,570,76,0.14
2312,2023-07-12,Distribution Center X,PROD003,151,57,0.69
2313,2023-07-12,Distribution Center Y,PROD001,37,68,0.87
2314,2023-07-12,Distribution Center Y,PROD002,683,123,0.85
2315,2023-07-12,Distribution Center Y,PROD003,305,92,0.93
2316,2023-07-13,Warehouse A,PROD001,50,63,0.48
2317,2023-07-13,Warehouse A,PROD002,182,70,0.7
2318,2023-07-13,Warehouse A,PROD003,625,134,0.72
2319,2023-07-13,Warehouse B,PROD001,609,123,0.81
2320,2023-07-13,Warehouse B,PROD002,181,108,0.77
2321,2023-07-13,Warehouse B,PROD003,368,54,0.18
2322,2023-07-13,Distribution Center X,PROD001,306,91,0.43
2323,2023-07-13,Distribution Center X,PROD002,388,58,0.78
2324,2023-07-13,Distribution Center X,PROD003,863,120,0.16
2325,2023-07-13,Distribution Center Y,PROD001,482,67,0.21
2326,2023-07-13,Distribution Center Y,PROD002,880,85,0.4
2327,2023-07-13,Distribution Center Y,PROD003,423,117,0.29
2328,2023-07-14,Warehouse A,PROD001,214,128,0.15
2329,2023-07-14,Warehouse A,PROD002,585,143,0.98
2330,2023-07-14,Warehouse A,PROD003,541,61,0.54
2331,2023-07-14,Warehouse B,PROD001,705,127,0.94
2332,2023-07-14,Warehouse B,PROD002,723,86,0.48
2333,2023-07-14,Warehouse B,PROD003,868,90,0.33
2334,2023-07-14,Distribution Center X,PROD001,588,129,0.42
2335,2023-07-14,Distribution Center X,PROD002,132,128,0.61
2336,2023-07-14,Distribution Center X,PROD003,532,143,0.67
2337,2023-07-14,Distribution Center Y,PROD001,504,73,0.9
2338,2023-07-14,Distribution Center Y,PROD002,238,140,0.36
2339,2023-07-14,Distribution Center Y,PROD003,198,50,0.21
2340,2023-07-15,Warehouse A,PROD001,476,130,0.82
2341,2023-07-15,Warehouse A,PROD002,755,76,0.82
2342,2023-07-15,Warehouse A,PROD003,424,102,0.14
2343,2023-07-15,Warehouse B,PROD001,358,121,0.83
2344,2023-07-15,Warehouse B,PROD002,217,51,0.68
2345,2023-07-15,Warehouse B,PROD003,706,86,0.33
2346,2023-07-15,Distribution Center X,PROD001,69,89,0.37
2347,2023-07-15,Distribution Center X,PROD002,563,91,0.79
2348,2023-07-15,Distribution Center X,PROD003,116,137,0.4
2349,2023-07-15,Distribution Center Y,PROD001,405,142,0.61
2350,2023-07-15,Distribution Center Y,PROD002,983,53,0.85
2351,2023-07-15,Distribution Center Y,PROD003,198,92,0.85
2352,2023-07-16,Warehouse A,PROD001,944,136,0.53
2353,2023-07-16,Warehouse A,PROD002,485,54,0.68
2354,2023-07-16,Warehouse A,PROD003,493,69,0.66
2355,2023-07-16,Warehouse B,PROD001,913,118,0.91
2356,2023-07-16,Warehouse B,PROD002,473,150,0.83
2357,2023-07-16,Warehouse B,PROD003,950,145,0.15
2358,2023-07-16,Distribution Center X,PROD001,533,88,0.61
2359,2023-07-16,Distribution Center X,PROD002,694,90,0.6
2360,2023-07-16,Distribution Center X,PROD003,19,76,0.62
2361,2023-07-16,Distribution Center Y,PROD001,339,95,0.16
2362,2023-07-16,Distribution Center Y,PROD002,152,85,0.86
2363,2023-07-16,Distribution Center Y,PROD003,347,98,0.66
2364,2023-07-17,Warehouse A,PROD001,862,71,0.61
2365,2023-07-17,Warehouse A,PROD002,398,73,0.64
2366,2023-07-17,Warehouse A,PROD003,885,150,0.78
2367,2023-07-17,Warehouse B,PROD001,722,90,0.74
2368,2023-07-17,Warehouse B,PROD002,278,102,0.18
2369,2023-07-17,Warehouse B,PROD003,898,80,0.43
2370,2023-07-17,Distribution Center X,PROD001,849,88,0.29
2371,2023-07-17,Distribution Center X,PROD002,309,72,0.2
2372,2023-07-17,Distribution Center X,PROD003,803,54,0.8
2373,2023-07-17,Distribution Center Y,PROD001,935,61,0.5
2374,2023-07-17,Distribution Center Y,PROD002,25,111,0.91
2375,2023-07-17,Distribution Center Y,PROD003,157,74,0.41
2376,2023-07-18,Warehouse A,PROD001,495,143,0.89
2377,2023-07-18,Warehouse A,PROD002,317,149,0.39
2378,2023-07-18,Warehouse A,PROD003,787,62,0.84
2379,2023-07-18,Warehouse B,PROD001,960,116,0.71
2380,2023-07-18,Warehouse B,PROD002,135,76,0.75
2381,2023-07-18,Warehouse B,PROD003,470,99,0.74
2382,2023-07-18,Distribution Center X,PROD001,534,64,0.1
2383,2023-07-18,Distribution Center X,PROD002,954,55,0.72
2384,2023-07-18,Distribution Center X,PROD003,608,61,0.4
2385,2023-07-18,Distribution Center Y,PROD001,910,55,0.19
2386,2023-07-18,Distribution Center Y,PROD002,784,134,0.77
2387,2023-07-18,Distribution Center Y,PROD003,23,123,0.78
2388,2023-07-19,Warehouse A,PROD001,654,76,0.39
2389,2023-07-19,Warehouse A,PROD002,197,86,0.35
2390,2023-07-19,Warehouse A,PROD003,326,148,0.5
2391,2023-07-19,Warehouse B,PROD001,120,84,0.23
2392,2023-07-19,Warehouse B,PROD002,280,64,0.11
2393,2023-07-19,Warehouse B,PROD003,637,121,0.56
2394,2023-07-19,Distribution Center X,PROD001,211,119,0.42
2395,2023-07-19,Distribution Center X,PROD002,326,84,0.23
2396,2023-07-19,Distribution Center X,PROD003,721,86,0.62
2397,2023-07-19,Distribution Center Y,PROD001,175,59,0.38
2398,2023-07-19,Distribution Center Y,PROD002,913,93,0.59
2399,2023-07-19,Distribution Center Y,PROD003,51,66,0.13
2400,2023-07-20,Warehouse A,PROD001,924,136,0.15
2401,2023-07-20,Warehouse A,PROD002,392,56,0.18
2402,2023-07-20,Warehouse A,PROD003,401,72,0.73
2403,2023-07-20,Warehouse B,PROD001,912,125,0.67
2404,2023-07-20,Warehouse B,PROD002,706,139,0.5
2405,2023-07-20,Warehouse B,PROD003,364,89,0.4
2406,2023-07-20,Distribution Center X,PROD001,202,141,0.78
2407,2023-07-20,Distribution Center X,PROD002,828,118,0.17
2408,2023-07-20,Distribution Center X,PROD003,944,146,0.79
2409,2023-07-20,Distribution Center Y,PROD001,581,66,0.18
2410,2023-07-20,Distribution Center Y,PROD002,821,139,0.52
2411,2023-07-20,Distribution Center Y,PROD003,466,89,0.72
2412,2023-07-21,Warehouse A,PROD001,727,148,0.52
2413,2023-07-21,Warehouse A,PROD002,237,78,0.23
2414,2023-07-21,Warehouse A,PROD003,917,128,0.33
2415,2023-07-21,Warehouse B,PROD001,372,100,0.27
2416,2023-07-21,Warehouse B,PROD002,939,135,0.4
2417,2023-07-21,Warehouse B,PROD003,881,91,0.51
2418,2023-07-21,Distribution Center X,PROD001,30,58,0.53
2419,2023-07-21,Distribution Center X,PROD002,359,111,0.52
2420,2023-07-21,Distribution Center X,PROD003,174,86,0.79
2421,2023-07-21,Distribution Center Y,PROD001,618,123,0.21
2422,2023-07-21,Distribution Center Y,PROD002,105,101,0.84
2423,2023-07-21,Distribution Center Y,PROD003,815,63,0.39
2424,2023-07-22,Warehouse A,PROD001,665,59,0.81
2425,2023-07-22,Warehouse A,PROD002,545,109,0.46
2426,2023-07-22,Warehouse A,PROD003,423,80,0.66
2427,2023-07-22,Warehouse B,PROD001,561,70,0.98
2428,2023-07-22,Warehouse B,PROD002,393,58,0.41
2429,2023-07-22,Warehouse B,PROD003,833,138,0.63
2430,2023-07-22,Distribution Center X,PROD001,803,105,0.61
2431,2023-07-22,Distribution Center X,PROD002,350,119,0.72
2432,2023-07-22,Distribution Center X,PROD003,177,134,0.7
2433,2023-07-22,Distribution Center Y,PROD001,757,141,0.62
2434,2023-07-22,Distribution Center Y,PROD002,498,64,0.63
2435,2023-07-22,Distribution Center Y,PROD003,474,91,0.6
2436,2023-07-23,Warehouse A,PROD001,841,106,0.26
2437,2023-07-23,Warehouse A,PROD002,978,101,0.16
2438,2023-07-23,Warehouse A,PROD003,111,137,0.83
2439,2023-07-23,Warehouse B,PROD001,789,98,0.39
2440,2023-07-23,Warehouse B,PROD002,660,134,0.16
2441,2023-07-23,Warehouse B,PROD003,222,67,0.9
2442,2023-07-23,Distribution Center X,PROD001,924,146,0.67
2443,2023-07-23,Distribution Center X,PROD002,0,146,0.23
2444,2023-07-23,Distribution Center X,PROD003,152,107,0.58
2445,2023-07-23,Distribution Center Y,PROD001,399,128,0.62
2446,2023-07-23,Distribution Center Y,PROD002,200,76,0.71
2447,2023-07-23,Distribution Center Y,PROD003,324,88,0.61
2448,2023-07-24,Warehouse A,PROD001,935,136,0.37
2449,2023-07-24,Warehouse A,PROD002,965,105,0.75
2450,2023-07-24,Warehouse A,PROD003,937,94,0.99
2451,2023-07-24,Warehouse B,PROD001,596,51,0.65
2452,2023-07-24,Warehouse B,PROD002,522,101,0.86
2453,2023-07-24,Warehouse B,PROD003,872,87,0.16
2454,2023-07-24,Distribution Center X,PROD001,922,120,0.97
2455,2023-07-24,Distribution Center X,PROD002,0,140,0.6
2456,2023-07-24,Distribution Center X,PROD003,367,64,0.88
2457,2023-07-24,Distribution Center Y,PROD001,886,53,0.31
2458,2023-07-24,Distribution Center Y,PROD002,719,125,0.45
2459,2023-07-24,Distribution Center Y,PROD003,325,141,0.44
2460,2023-07-25,Warehouse A,PROD001,390,105,0.59
2461,2023-07-25,Warehouse A,PROD002,678,72,0.53
2462,2023-07-25,Warehouse A,PROD003,192,121,0.45
2463,2023-07-25,Warehouse B,PROD001,946,96,0.86
2464,2023-07-25,Warehouse B,PROD002,157,86,1.0
2465,2023-07-25,Warehouse B,PROD003,686,66,0.22
2466,2023-07-25,Distribution Center X,PROD001,73,132,0.11
2467,2023-07-25,Distribution Center X,PROD002,738,112,0.69
2468,2023-07-25,Distribution Center X,PROD003,998,67,0.18
2469,2023-07-25,Distribution Center Y,PROD001,657,103,0.87
2470,2023-07-25,Distribution Center Y,PROD002,915,150,0.73
2471,2023-07-25,Distribution Center Y,PROD003,952,104,0.66
2472,2023-07-26,Warehouse A,PROD001,465,115,0.48
2473,2023-07-26,Warehouse A,PROD002,839,107,0.45
2474,2023-07-26,Warehouse A,PROD003,231,73,0.48
2475,2023-07-26,Warehouse B,PROD001,7,123,0.55
2476,2023-07-26,Warehouse B,PROD002,748,80,0.74
2477,2023-07-26,Warehouse B,PROD003,275,102,0.93
2478,2023-07-26,Distribution Center X,PROD001,590,96,0.13
2479,2023-07-26,Distribution Center X,PROD002,38,122,0.53
2480,2023-07-26,Distribution Center X,PROD003,377,64,0.62
2481,2023-07-26,Distribution Center Y,PROD001,984,138,0.17
2482,2023-07-26,Distribution Center Y,PROD002,747,143,0.57
2483,2023-07-26,Distribution Center Y,PROD003,879,146,0.8
2484,2023-07-27,Warehouse A,PROD001,476,116,0.17
2485,2023-07-27,Warehouse A,PROD002,911,128,0.18
2486,2023-07-27,Warehouse A,PROD003,483,130,0.77
2487,2023-07-27,Warehouse B,PROD001,983,135,0.17
2488,2023-07-27,Warehouse B,PROD002,648,119,0.82
2489,2023-07-27,Warehouse B,PROD003,319,128,0.15
2490,2023-07-27,Distribution Center X,PROD001,351,118,0.8
2491,2023-07-27,Distribution Center X,PROD002,480,108,0.56
2492,2023-07-27,Distribution Center X,PROD003,480,123,0.76
2493,2023-07-27,Distribution Center Y,PROD001,431,95,0.96
2494,2023-07-27,Distribution Center Y,PROD002,817,87,0.36
2495,2023-07-27,Distribution Center Y,PROD003,36,138,0.93
2496,2023-07-28,Warehouse A,PROD001,767,88,0.75
2497,2023-07-28,Warehouse A,PROD002,577,83,0.16
2498,2023-07-28,Warehouse A,PROD003,484,124,0.25
2499,2023-07-28,Warehouse B,PROD001,52,134,0.99
2500,2023-07-28,Warehouse B,PROD002,828,144,0.66
2501,2023-07-28,Warehouse B,PROD003,293,112,0.17
2502,2023-07-28,Distribution Center X,PROD001,517,59,0.87
2503,2023-07-28,Distribution Center X,PROD002,284,82,0.22
2504,2023-07-28,Distribution Center X,PROD003,287,85,0.87
2505,2023-07-28,Distribution Center Y,PROD001,14,144,0.2
2506,2023-07-28,Distribution Center Y,PROD002,178,125,0.77
2507,2023-07-28,Distribution Center Y,PROD003,674,107,0.43
2508,2023-07-29,Warehouse A,PROD001,179,83,0.8
2509,2023-07-29,Warehouse A,PROD002,241,112,0.26
2510,2023-07-29,Warehouse A,PROD003,540,54,0.41
2511,2023-07-29,Warehouse B,PROD001,86,68,0.64
2512,2023-07-29,Warehouse B,PROD002,841,69,0.85
2513,2023-07-29,Warehouse B,PROD003,770,102,0.79
2514,2023-07-29,Distribution Center X,PROD001,243,134,0.5
2515,2023-07-29,Distribution Center X,PROD002,652,71,0.29
2516,2023-07-29,Distribution Center X,PROD003,751,94,0.15
2517,2023-07-29,Distribution Center Y,PROD001,270,146,0.84
2518,2023-07-29,Distribution Center Y,PROD002,53,71,0.52
2519,2023-07-29,Distribution Center Y,PROD003,487,88,0.53
2520,2023-07-30,Warehouse A,PROD001,971,146,0.93
2521,2023-07-30,Warehouse A,PROD002,239,98,0.72
2522,2023-07-30,Warehouse A,PROD003,399,110,0.34
2523,2023-07-30,Warehouse B,PROD001,543,105,0.11
2524,2023-07-30,Warehouse B,PROD002,949,107,0.44
2525,2023-07-30,Warehouse B,PROD003,323,117,0.71
2526,2023-07-30,Distribution Center X,PROD001,42,62,0.93
2527,2023-07-30,Distribution Center X,PROD002,652,95,0.96
2528,2023-07-30,Distribution Center X,PROD003,442,128,0.93
2529,2023-07-30,Distribution Center Y,PROD001,878,84,0.4
2530,2023-07-30,Distribution Center Y,PROD002,273,62,0.33
2531,2023-07-30,Distribution Center Y,PROD003,598,100,0.51
2532,2023-07-31,Warehouse A,PROD001,691,145,0.32
2533,2023-07-31,Warehouse A,PROD002,688,125,0.79
2534,2023-07-31,Warehouse A,PROD003,532,93,0.71
2535,2023-07-31,Warehouse B,PROD001,184,90,0.59
2536,2023-07-31,Warehouse B,PROD002,688,51,0.85
2537,2023-07-31,Warehouse B,PROD003,12,102,0.19
2538,2023-07-31,Distribution Center X,PROD001,106,137,0.5
2539,2023-07-31,Distribution Center X,PROD002,224,142,0.35
2540,2023-07-31,Distribution Center X,PROD003,197,54,0.12
2541,2023-07-31,Distribution Center Y,PROD001,94,57,0.94
2542,2023-07-31,Distribution Center Y,PROD002,672,77,0.96
2543,2023-07-31,Distribution Center Y,PROD003,653,65,0.74
2544,2023-08-01,Warehouse A,PROD001,122,61,0.87
2545,2023-08-01,Warehouse A,PROD002,133,98,0.69
2546,2023-08-01,Warehouse A,PROD003,921,132,0.61
2547,2023-08-01,Warehouse B,PROD001,990,73,0.91
2548,2023-08-01,Warehouse B,PROD002,712,73,0.33
2549,2023-08-01,Warehouse B,PROD003,478,134,0.94
2550,2023-08-01,Distribution Center X,PROD001,654,108,0.93
2551,2023-08-01,Distribution Center X,PROD002,283,148,0.48
2552,2023-08-01,Distribution Center X,PROD003,925,135,0.79
2553,2023-08-01,Distribution Center Y,PROD001,331,82,0.25
2554,2023-08-01,Distribution Center Y,PROD002,75,85,0.8
2555,2023-08-01,Distribution Center Y,PROD003,391,99,0.4
2556,2023-08-02,Warehouse A,PROD001,61,83,0.96
2557,2023-08-02,Warehouse A,PROD002,271,72,0.5
2558,2023-08-02,Warehouse A,PROD003,503,75,0.65
2559,2023-08-02,Warehouse B,PROD001,182,132,0.54
2560,2023-08-02,Warehouse B,PROD002,147,119,0.79
2561,2023-08-02,Warehouse B,PROD003,223,128,0.68
2562,2023-08-02,Distribution Center X,PROD001,934,106,0.74
2563,2023-08-02,Distribution Center X,PROD002,105,54,0.17
2564,2023-08-02,Distribution Center X,PROD003,585,143,0.33
2565,2023-08-02,Distribution Center Y,PROD001,456,52,0.91
2566,2023-08-02,Distribution Center Y,PROD002,152,133,0.68
2567,2023-08-02,Distribution Center Y,PROD003,955,54,0.7
2568,2023-08-03,Warehouse A,PROD001,272,69,0.73
2569,2023-08-03,Warehouse A,PROD002,926,100,0.62
2570,2023-08-03,Warehouse A,PROD003,527,140,0.95
2571,2023-08-03,Warehouse B,PROD001,502,111,0.49
2572,2023-08-03,Warehouse B,PROD002,864,143,0.8
2573,2023-08-03,Warehouse B,PROD003,804,58,0.59
2574,2023-08-03,Distribution Center X,PROD001,3,99,0.96
2575,2023-08-03,Distribution Center X,PROD002,837,149,0.53
2576,2023-08-03,Distribution Center X,PROD003,580,118,0.94
2577,2023-08-03,Distribution Center Y,PROD001,367,92,0.71
2578,2023-08-03,Distribution Center Y,PROD002,410,57,0.67
2579,2023-08-03,Distribution Center Y,PROD003,981,132,0.18
2580,2023-08-04,Warehouse A,PROD001,547,93,0.17
2581,2023-08-04,Warehouse A,PROD002,470,147,0.79
2582,2023-08-04,Warehouse A,PROD003,663,75,0.26
2583,2023-08-04,Warehouse B,PROD001,40,99,0.69
2584,2023-08-04,Warehouse B,PROD002,306,139,0.45
2585,2023-08-04,Warehouse B,PROD003,109,130,0.72
2586,2023-08-04,Distribution Center X,PROD001,498,60,0.9
2587,2023-08-04,Distribution Center X,PROD002,448,144,0.27
2588,2023-08-04,Distribution Center X,PROD003,36,74,0.12
2589,2023-08-04,Distribution Center Y,PROD001,607,80,0.54
2590,2023-08-04,Distribution Center Y,PROD002,64,119,0.68
2591,2023-08-04,Distribution Center Y,PROD003,511,118,0.97
2592,2023-08-05,Warehouse A,PROD001,831,107,0.97
2593,2023-08-05,Warehouse A,PROD002,16,54,0.41
2594,2023-08-05,Warehouse A,PROD003,345,150,0.75
2595,2023-08-05,Warehouse B,PROD001,415,65,0.29
2596,2023-08-05,Warehouse B,PROD002,669,135,0.57
2597,2023-08-05,Warehouse B,PROD003,962,136,0.88
2598,2023-08-05,Distribution Center X,PROD001,549,69,0.77
2599,2023-08-05,Distribution Center X,PROD002,238,59,0.13
2600,2023-08-05,Distribution Center X,PROD003,144,112,0.69
2601,2023-08-05,Distribution Center Y,PROD001,482,129,0.14
2602,2023-08-05,Distribution Center Y,PROD002,718,133,0.22
2603,2023-08-05,Distribution Center Y,PROD003,176,130,0.14
2604,2023-08-06,Warehouse A,PROD001,314,62,0.51
2605,2023-08-06,Warehouse A,PROD002,174,125,0.16
2606,2023-08-06,Warehouse A,PROD003,837,63,0.2
2607,2023-08-06,Warehouse B,PROD001,609,128,0.3
2608,2023-08-06,Warehouse B,PROD002,823,75,0.48
2609,2023-08-06,Warehouse B,PROD003,830,144,0.71
2610,2023-08-06,Distribution Center X,PROD001,332,65,0.98
2611,2023-08-06,Distribution Center X,PROD002,589,119,0.22
2612,2023-08-06,Distribution Center X,PROD003,856,77,0.79
2613,2023-08-06,Distribution Center Y,PROD001,607,72,0.4
2614,2023-08-06,Distribution Center Y,PROD002,123,85,0.23
2615,2023-08-06,Distribution Center Y,PROD003,425,71,0.73
2616,2023-08-07,Warehouse A,PROD001,566,71,0.49
2617,2023-08-07,Warehouse A,PROD002,947,124,0.14
2618,2023-08-07,Warehouse A,PROD003,102,130,0.65
2619,2023-08-07,Warehouse B,PROD001,796,70,0.11
2620,2023-08-07,Warehouse B,PROD002,498,60,0.11
